"Ticker","TickerType","Company","Traded","Transaction","Trade_Size_USD","Subholding","Description","Name","Filed","Party","District","Chamber","Comments","excess_return","State","last_modified"
"CVS","Stock","CVS Health Corporation",2018-04-26,"Purchase","$1,001 - $15,000","","","Peters, Gary",2018-05-10,"D","","Senate","",-79.4272571428374,"Michigan",2023-08-28
"TKGBY","ST","TURKIYE GARANTI BANKASI A S AMERICAN DEPOSITARY SHARES",2018-04-26,"Sale","$50,001 - $100,000","HARDING LOEVNER INTERNATIONAL EQUITY","","Greg Gianforte",2018-05-05,"R"," MT00","House","",NA,"Montana",2023-11-16
"YELP","ST","YELP INC.",2018-04-26,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2018-05-08,"R"," TX21","House","",-108.076059387761,"Texas",2023-11-16
"CHKP","Stock","Check Point Software Technologies Ltd.",2018-04-26,"Sale (Full)","$50,001 - $100,000","","","Inhofe, James M.",2018-05-14,"R","","Senate","",-23.2625231112182,"Oklahoma",2023-08-28
"EFX","ST","EQUIFAX, INC.",2018-04-26,"Purchase","$1,001 - $15,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2018-05-03,"D"," CA47","House","",26.0007170423328,"California",2023-11-16
"USG","Stock","USG Corporation",2018-04-26,"Sale (Partial)","$1,001 - $15,000","","","Perdue, David",2018-05-01,"R","","Senate","",-127.210622528139,"Georgia",2023-08-28
"WPX","Stock","WPX Energy, Inc.",2018-04-26,"Sale (Partial)","$1,001 - $15,000","","","Perdue, David",2018-05-01,"R","","Senate","",-85.946507126949,"Georgia",2023-08-28
"UNP","ST","UNION PACIFIC CORPORATION",2018-04-26,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","TOTAL SALE","Lamar Smith",2018-05-08,"R"," TX21","House","",-7.41230164589192,"Texas",2023-11-16
"EMLC","ST","VANECK VECTORS J.P. MORGAN EM LOCAL CURRENCY BOND ETF",2018-04-25,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-128.063510072127,"New Jersey",2023-11-16
"TOTL","ST","SPDR DOUBLELINE TOTAL RETURN TACTICAL ETF",2018-04-25,"Sale","$15,001 - $50,000","MACARTHUR FAMILY 2008 IRR TR FBO DAVID MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-110.460887856984,"New Jersey",2023-11-16
"XOM","Stock","Exxon Mobil Corporation",2018-04-25,"Purchase","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",-54.1204050483794,"Louisiana",2023-08-28
"CHTR","ST","CHARTER COMMUNICATIONS, INC. - CLASS A",2018-04-25,"Sale","$1,001 - $15,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2018-05-03,"D"," CA47","House","",-97.3122347062314,"California",2023-11-16
"TKGBY","ST","TURKIYE GARANTI BANKASI A S AMERICAN DEPOSITARY SHARES",2018-04-25,"Sale","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 3","","Josh Gottheimer",2018-10-02,"D"," NJ05","House","",NA,"New Jersey",2023-11-16
"CHTR","ST","CHARTER COMMUNICATIONS, INC. - CLASS A",2018-04-25,"Sale","$299.14","NEUBERGER BERMAN - BENEFICIARY IRA","","Alan S. Lowenthal",2018-05-03,"D"," CA47","House","",-97.3122347062314,"California",2023-11-16
"FITB","ST","FIFTH THIRD BANCORP",2018-04-25,"Sale","$15,001 - $50,000","","","Pete Sessions",2018-04-26,"R"," TX32","House","",-89.0140943633061,"Texas",2023-11-16
"CERN","ST","CERNER CORPORATION",2018-04-25,"Sale","$1,001 - $15,000","WELCH ACCOUNT","","Peter Welch",2019-05-03,"D"," VT00","House","",4.89077665659519,"Vermont",2023-11-16
"EMB","ST","ISHARES J.P. MORGAN USD EMERGING MARKETS BOND ETF",2018-04-25,"Sale","$1,001 - $15,000","MACARTHUR FAMILY 2008 IRR TR FBO ISABELLA MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-114.026463959544,"New Jersey",2023-11-16
"NVS","ST","NOVARTIS AG",2018-04-25,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-66.7992355432118,"New Jersey",2023-11-16
"PG","ST","PROCTER & GAMBLE COMPANY",2018-04-25,"Sale","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2018-05-10,"R"," TX11","House","",29.1261828062097,"Texas",2023-11-16
"BABA","ST","ALIBABA GROUP HOLDING LIMITED AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE ORDINARY SHARE",2018-04-25,"Purchase","$100,001 - $250,000","","","James R. Langevin",2018-05-09,"D"," RI02","House","",-150.95025232704,"Rhode Island",2023-11-16
"GLW","Stock","Corning Incorporated",2018-04-25,"Purchase","$1,001 - $15,000","","","Perdue, David",2018-05-01,"R","","Senate","",-73.9422405223088,"Georgia",2023-08-28
"NVDA","Stock","NVIDIA Corporation",2018-04-25,"Purchase","$1,001 - $15,000","","","Roberts, Pat",2018-05-09,"R","","Senate","R",1427.56415070283,"Kansas",2023-08-28
"PFF","ST","ISHARES U.S. PREFERRED STOCK ETF",2018-04-25,"Purchase","$15,001 - $50,000","MACARTHUR FAMILY 2008 IRR TR FBO DAVID MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-107.372782651511,"New Jersey",2023-11-16
"PFF","ST","ISHARES U.S. PREFERRED STOCK ETF",2018-04-25,"Purchase","$15,001 - $50,000","MACARTHUR FAMILY 2008 IRR TR FBO ISABELLA MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-107.372782651511,"New Jersey",2023-11-16
"EMB","ST","ISHARES J.P. MORGAN USD EMERGING MARKETS BOND ETF",2018-04-25,"Sale","$1,001 - $15,000","MACARTHUR FAMILY 2008 IRR TR FBO DAVID MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-114.026463959544,"New Jersey",2023-11-16
"EMLC","ST","VANECK VECTORS J.P. MORGAN EM LOCAL CURRENCY BOND ETF",2018-04-25,"Purchase","$1,001 - $15,000","MACARTHUR FAMILY 2008 IRR TR FBO DAVID MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-128.063510072127,"New Jersey",2023-11-16
"NFLX","Stock","Netflix, Inc.",2018-04-25,"Purchase","$15,001 - $50,000","","","Roberts, Pat",2018-05-09,"R","","Senate","sep",4.07274681323608,"Kansas",2023-08-28
"TOTL","ST","SPDR DOUBLELINE TOTAL RETURN TACTICAL ETF",2018-04-25,"Sale","$50,001 - $100,000","MACARTHUR FAMILY 2008 IRR TR FBO ISABELLA MACARTHUR","","Thomas Macarthur",2018-05-10,"R"," NJ03","House","",-110.460887856984,"New Jersey",2023-11-16
"IYE","Stock","iShares US Energy ETF",2018-04-24,"Sale (Full)","$15,001 - $50,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-75.2856559199053,"West Virginia",2023-08-28
"CVX","Stock","Chevron Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-67.642689478555,"West Virginia",2023-08-28
"MMM","Stock","3M Company",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-142.375790610416,"West Virginia",2023-08-28
"PG","Stock","The Procter & Gamble Company",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",28.012271322422,"West Virginia",2023-08-28
"QCOM","Stock","QUALCOMM Incorporated",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",140.220929988684,"West Virginia",2023-08-28
"LOW","Stock","Lowe&#39;s Companies, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",100.59465937095,"West Virginia",2023-08-28
"PX","Stock","Praxair, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-188.987427029792,"West Virginia",2023-08-28
"ADP","Stock","Automatic Data Processing, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",13.5433081767597,"West Virginia",2023-08-28
"CHK","Stock","Chesapeake Energy Corporation",2018-04-24,"Sale (Full)","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",2644.53481413265,"West Virginia",2023-08-28
"MDT","Stock","Medtronic plc",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-89.2891602095127,"West Virginia",2023-08-28
"EMR","Stock","Emerson Electric Co.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-32.6628233410808,"West Virginia",2023-08-28
"IBM.MX","Stock","International Business Machines Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",NA,"West Virginia",2023-08-28
"AFL","Stock","Aflac Incorporated",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-7.79756889804777,"West Virginia",2023-08-28
"CSCO","Stock","Cisco Systems, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-82.7152628528772,"West Virginia",2023-08-28
"ITW","Stock","Illinois Tool Works Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-16.2179854836888,"West Virginia",2023-08-28
"XOM","Stock","Exxon Mobil Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-52.5642399114314,"West Virginia",2023-08-28
"APD","Stock","Air Products and Chemicals, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-45.4161979795124,"West Virginia",2023-08-28
"GOOG","ST","ALPHABET INC. - CLASS C CAPITAL STOCK",2018-04-24,"Sale","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2018-10-02,"D"," NJ05","House","",84.1893398383023,"New Jersey",2023-11-16
"KHC","Stock","The Kraft Heinz Company",2018-04-24,"Sale (Full)","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-133.781256679188,"West Virginia",2023-08-28
"SYY","Stock","Sysco Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-63.9171796149544,"West Virginia",2023-08-28
"JPM","Stock","JPMorgan Chase & Co.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-22.2232558193598,"West Virginia",2023-08-28
"ADI","Stock","Analog Devices, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",28.1231039836726,"West Virginia",2023-08-28
"MTCH","ST","MATCH GROUP, INC.",2018-04-24,"Purchase","$1,001 - $15,000","MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2018-10-02,"D"," NJ05","House","",-34.4659120878653,"New Jersey",2023-11-16
"ACN","Stock","Accenture plc",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",53.3836876331983,"West Virginia",2023-08-28
"CL","Stock","Colgate-Palmolive Company",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-61.8328207195804,"West Virginia",2023-08-28
"ABT","Stock","Abbott Laboratories",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",3.48124984979354,"West Virginia",2023-08-28
"RHHBY","Stock","Roche Holding AG",2018-04-24,"Sale (Full)","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",NA,"West Virginia",2023-08-28
"PII","Stock","Polaris Industries Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-110.736363341626,"West Virginia",2023-08-28
"PG","ST","PROCTER & GAMBLE COMPANY",2018-04-24,"Sale","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2018-05-10,"R"," TX11","House","",28.012271322422,"Texas",2023-11-16
"GIS","Stock","General Mills, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Perdue, David",2018-05-01,"R","","Senate","",-44.1188082358381,"Georgia",2023-08-28
"UBSI","Stock","United Bankshares, Inc.",2018-04-24,"Sale (Full)","$15,001 - $50,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-99.6799822674969,"West Virginia",2023-08-28
"PEP","Stock","PepsiCo, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-32.2582769208065,"West Virginia",2023-08-28
"CLB","Stock","Core Laboratories N.V.",2018-04-24,"Sale (Full)","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-180.629901499796,"West Virginia",2023-08-28
"LULU","Stock","Lululemon Athletica Inc.",2018-04-24,"Sale (Full)","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",285.233409360214,"West Virginia",2023-08-28
"CME","Stock","CME Group Inc.",2018-04-24,"Sale (Full)","$15,001 - $50,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-59.989247967438,"West Virginia",2023-08-28
"ES","Stock","Eversource Energy",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-95.4556638889763,"West Virginia",2023-08-28
"NEE","Stock","NextEra Energy, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-46.3906613174429,"West Virginia",2023-08-28
"MS","Stock","Morgan Stanley",2018-04-24,"Sale (Full)","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-28.0460667216707,"West Virginia",2023-08-28
"T","Stock","AT&T Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-157.787564970049,"West Virginia",2023-08-28
"USB","Stock","U.S. Bancorp",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-111.121887262704,"West Virginia",2023-08-28
"BDX","Stock","Becton, Dickinson and Company",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-92.0557108507326,"West Virginia",2023-08-28
"TGT","Stock","Target Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",38.2562584738909,"West Virginia",2023-08-28
"PAYX","Stock","Paychex, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",6.05302942543891,"West Virginia",2023-08-28
"NSRGY","Stock","Nestlé S.A.",2018-04-24,"Sale (Full)","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",NA,"West Virginia",2023-08-28
"C","Stock","Citigroup Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Perdue, David",2018-05-01,"R","","Senate","",-111.233031199928,"Georgia",2023-08-28
"CLX","Stock","The Clorox Company",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-63.9614862664245,"West Virginia",2023-08-28
"BLK","Stock","BlackRock, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-38.3573553884585,"West Virginia",2023-08-28
"WEC","Stock","WEC Energy Group, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-65.539298579528,"West Virginia",2023-08-28
"MCD","Stock","McDonald&#39;s Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-17.1463037759937,"West Virginia",2023-08-28
"GIS","Stock","General Mills, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-44.1188082358381,"West Virginia",2023-08-28
"NKE","Stock","NIKE, Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-45.7977949450266,"West Virginia",2023-08-28
"MSFT","Stock","Microsoft Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",252.605593990985,"West Virginia",2023-08-28
"NVS","Stock","Novartis AG",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-68.2397488682879,"West Virginia",2023-08-28
"AL","Stock","Air Lease Corporation",2018-04-24,"Sale (Full)","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-82.4199563524126,"West Virginia",2023-08-28
"AMGN","Stock","Amgen Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-38.2065155037764,"West Virginia",2023-08-28
"UTX","Stock","United Technologies Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-25.3722707107099,"West Virginia",2023-08-28
"CB","Stock","Chubb Limited",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-6.27076599800665,"West Virginia",2023-08-28
"HRS","Stock","Harris Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",3.32321785913697,"West Virginia",2023-08-28
"MRK","Stock","Merck & Co., Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Perdue, David",2018-05-01,"R","","Senate","",7.64915622495326,"Georgia",2023-08-28
"GD","Stock","General Dynamics Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-70.6235309818128,"West Virginia",2023-08-28
"BRK.B","Stock","Berkshire Hathaway Inc.",2018-04-24,"Sale (Full)","$15,001 - $50,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",12.802297955447,"West Virginia",2023-08-28
"VGK","Stock","Vanguard FTSE Europe ETF",2018-04-24,"Sale (Full)","$15,001 - $50,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-82.5720985013997,"West Virginia",2023-08-28
"EV","Stock","Eaton Vance Corp.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-151.539173039079,"West Virginia",2023-08-28
"PSX","Stock","Phillips 66",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-48.9889617605696,"West Virginia",2023-08-28
"NSC","Stock","Norfolk Southern Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-5.03500712770609,"West Virginia",2023-08-28
"WMT","Stock","Walmart Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",15.7973146187974,"West Virginia",2023-08-28
"JNJ","Stock","Johnson & Johnson",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-69.2301704252436,"West Virginia",2023-08-28
"FDS","Stock","FactSet Research Systems Inc.",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",51.9156203056548,"West Virginia",2023-08-28
"VFC","Stock","V.F. Corporation",2018-04-24,"Purchase","$1,001 - $15,000","","","Capito, Shelley Moore",2018-05-14,"R","","Senate","",-175.636971577277,"West Virginia",2023-08-28
"SBUX","Stock","Starbucks Corporation",2018-04-23,"Purchase","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",-36.975130680743,"Louisiana",2023-08-28
"AKAM","ST","AKAMAI TECHNOLOGIES, INC.",2018-04-23,"Purchase","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2018-05-08,"R"," TX21","House","",-42.2827850318698,"Texas",2023-11-16
"NFLX","Stock","Netflix, Inc.",2018-04-23,"Purchase","$15,001 - $50,000","","","Roberts, Pat",2018-05-09,"R","","Senate","sep",-1.81120112610947,"Kansas",2023-08-28
"AFL","Stock","Aflac Incorporated",2018-04-23,"Purchase","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",-5.67974700899633,"Louisiana",2023-08-28
"GILD","Stock","Gilead Sciences, Inc.",2018-04-23,"Sale (Partial)","$1,001 - $15,000","","","King, Angus",2018-05-22,"I","","Senate","",-92.3593616306109,"Maine",2023-08-28
"IBM","Stock","International Business Machines Corporation",2018-04-23,"Purchase","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",-60.9315125139757,"Louisiana",2023-08-28
"BLK","Stock","BlackRock, Inc.",2018-04-23,"Sale (Partial)","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",-37.5516870596265,"Louisiana",2023-08-28
"SYK","ST","STRYKER CORPORATION",2018-04-23,"Purchase","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2018-05-08,"R"," TX21","House","",19.2674001891871,"Texas",2023-11-16
"SYK","ST","STRYKER CORPORATION",2018-04-23,"Purchase","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2018-05-10,"R"," TX11","House","",19.2674001891871,"Texas",2023-11-16
"EMR","Stock","Emerson Electric Co.",2018-04-23,"Sale (Partial)","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",-33.7152565827488,"Louisiana",2023-08-28
"UNP","ST","UNION PACIFIC CORPORATION",2018-04-23,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2018-05-08,"R"," TX21","House","",-12.4592231633766,"Texas",2023-11-16
"GWW","Stock","W.W. Grainger, Inc.",2018-04-23,"Sale (Full)","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",155.657604095497,"Louisiana",2023-08-28
"CSCO","Stock","Cisco Systems, Inc.",2018-04-23,"Sale (Partial)","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",-81.3507164406572,"Louisiana",2023-08-28
"BOX","Stock","Box, Inc.",2018-04-23,"Purchase","$1,001 - $15,000","","","Toomey, Pat",2018-05-15,"R","","Senate","",-63.5987466842782,"Pennsylvania",2023-08-28
"PG","Stock","The Procter & Gamble Company",2018-04-23,"Purchase","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",29.141505523587,"Louisiana",2023-08-28
"CMCSA","Stock","Comcast Corporation",2018-04-23,"Purchase","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",-65.6500463811575,"Louisiana",2023-08-28
"NOC","ST","NORTHROP GRUMMAN CORPORATION",2018-04-23,"Purchase","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2018-05-10,"R"," TX11","House","",-62.2656375203923,"Texas",2023-11-16
"MSFT","Stock","Microsoft Corporation",2018-04-23,"Sale (Partial)","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",244.800857155283,"Louisiana",2023-08-28
"LOW","Stock","Lowe&#39;s Companies, Inc.",2018-04-23,"Sale (Partial)","$1,001 - $15,000","","","Cassidy, Bill",2018-05-15,"R","","Senate","",98.2093490652554,"Louisiana",2023-08-28
